"blife_binomial","n_cells","st_area"
"Heliangelus spencei",204,2699
"Heliangelus strophianus",543,10100
"Heliangelus viola",1800,36215
"Heliodoxa aurescens",148894,3623767
"Heliodoxa branickii",5563,127572
"Heliodoxa gularis",2246,38257
"Heliodoxa imperatrix",1111,22211
"Heliodoxa jacula",4759,91472
"Heliodoxa leadbeateri",18444,412587
"Heliodoxa rubinoides",9506,204908
"Heliodoxa schreibersii",29804,717703
"Heliodoxa whitelyana",1253,27339
"Heliodoxa xanthogonys",9536,223924
"Heliomaster constantii",24163,557554
"Heliomaster furcifer",122803,2982325
"Heliomaster longirostris",345032,8343806
"Heliomaster squamosus",63013,1527909
"Heliothryx auritus",285511,6938035
"Heliothryx barroti",22072,494144
"Hemiprocne comata",66646,1491971
"Hemiprocne coronata",140269,3363431
"Hemiprocne longipennis",67453,1514851
"Hemiprocne mystacea",37675,811140
"Hirundapus caudacutus",710150,17004275
"Hirundapus celebensis",13343,287667
"Hirundapus cochinchinensis",122636,2886137
"Hirundapus giganteus",116866,2732371
"Hydrochous gigas",5328,97928
"Hydropsalis cayennensis",65105,1540278
"Hydropsalis climacocerca",241620,5894139
"Hydropsalis maculicaudus",141591,3394500
"Hydropsalis torquata",325146,7923234
"Hylonympha macrocerca",32,311
"Lafresnaya lafresnayi",14047,314949
"Lampornis amethystinus",7262,155630
"Lampornis calolaemus",590,11058
"Lampornis castaneoventris",88,1376
"Lampornis cinereicauda",350,6386
"Lampornis clemenciae",23613,550030
"Lampornis hemileucus",441,8099
"Lampornis sybillae",2065,45457
"Lampornis viridipallens",4105,92288
"Lamprolaima rhami",6205,139025
"Lesbia nuna",11154,253560
"Lesbia victoriae",8857,198715
"Loddigesia mirabilis",217,3687
"Lophornis adorabilis",828,16905
"Lophornis brachylophus",108,1187
"Lophornis chalybeus",8409,193294
"Lophornis delattrei",10270,228451
"Lophornis gouldii",65891,1596099
"Lophornis helenae",11215,255513
"Lophornis magnificus",105983,2570615
"Lophornis ornatus",34833,834306
"Lophornis pavoninus",8704,207773
"Lophornis stictolophus",6134,135423
"Lophornis verreauxii",115817,2807737
"Lurocalis rufiventris",14225,309222
"Lurocalis semitorquatus",373054,9013289
"Lyncornis macrotis",74904,1659719
"Lyncornis temminckii",56524,1305437
"Macropsalis forcipata",21757,519489
"Mearnsia novaeguineae",21712,483574
"Mearnsia picina",5512,113379
"Mellisuga helenae",4933,109411
"Mellisuga minima",3937,86628
"Metallura aeneocauda",2454,49987
"Metallura baroni",134,2297
"Metallura eupogon",1636,35685
"Metallura iracunda",69,855
"Metallura odomae",446,8474
"Metallura phoebe",6309,142900
"Metallura theresiae",1647,35150
"Metallura tyrianthina",18838,425270
"Metallura williami",2482,51978
"Microstilbon burmeisteri",4829,110468
"Myrmia micrura",3283,72660
"Myrtis fanny",11240,258085
"Neafrapus boehmi",71212,1685678
"Neafrapus cassini",86322,2079161
"Nesophlox evelynae",1201,12229
"Nesophlox lyrura",110,1688
"Nyctibius aethereus",206189,5006821
"Nyctibius grandis",351931,8532105
"Nyctibius griseus",571046,13888886
"Nyctibius jamaicensis",34398,785910
"Nyctibius leucopterus",137958,3346281
"Nyctibius maculosus",5234,117936
"Nyctidromus albicollis",570103,13832534
"Nyctidromus anthonyi",2784,57732
"Nyctiphrynus mcleodii",8289,189015
"Nyctiphrynus ocellatus",141596,3418707
"Nyctiphrynus rosenbergi",2753,58350
"Nyctiphrynus yucatanicus",6224,146494
"Nyctipolus hirundinaceus",28316,681952
"Nyctipolus nigrescens",171358,4150653
"Nyctiprogne leucopyga",217274,5278008
"Nyctiprogne vielliardi",1173,23320
"Ocreatus underwoodii",17703,388118
"Opisthoprora euryptera",1454,27160
"Oreonympha albolimbata",1144,25863
"Oreonympha nobilis",1576,36434
"Oreotrochilus adela",2825,63083
"Oreotrochilus chimborazo",1655,37143
"Oreotrochilus cyanolaemus",248,2403
"Oreotrochilus estella",24995,598917
"Oreotrochilus leucopleurus",17213,405141
"Oreotrochilus melanogaster",2402,55678
"Oreotrochilus stolzmanni",2844,61772
"Oxypogon cyanolaemus",80,1093
"Oxypogon guerinii",955,19823
"Oxypogon lindenii",419,8698
"Oxypogon stuebelii",203,3852
"Panterpe insignis",495,8324
"Panyptila cayennensis",356097,8603101
"Panyptila sanctihieronymi",15706,368904
"Patagona gigas",53472,1276438
"Phaeoptila sordida",5845,137770
"Phaethornis aethopygus",7622,179085
"Phaethornis anthophilus",18677,428897
"Phaethornis atrimentalis",34705,834617
"Phaethornis augusti",23834,561470
"Phaethornis baroni",3281,74561
"Phaethornis bourcieri",123659,3002612
"Phaethornis eurynome",39110,938497
"Phaethornis griseogularis",16087,365545
"Phaethornis guy",24809,558876
"Phaethornis hispidus",165676,4034098
"Phaethornis idaliae",6655,155767
"Phaethornis koepckeae",4956,97428
"Phaethornis longirostris",23577,536841
"Phaethornis longuemareus",12340,283578
"Phaethornis major",16960,407342
"Phaethornis malaris",158004,3826574
"Phaethornis mexicanus",4061,91626
"Phaethornis nattereri",58750,1420423
"Phaethornis philippii",66243,1606844
"Phaethornis porcullae",1012,22200
"Phaethornis pretrei",154278,3757039
"Phaethornis ruber",401272,9790190
"Phaethornis rupurumii",24168,573784
"Phaethornis squalidus",11684,273701
"Phaethornis striigularis",33743,769623
"Phaethornis stuarti",6596,148797
"Phaethornis subochraceus",14308,340324
"Phaethornis superciliosus",106550,2579912
"Phaethornis syrmatophorus",7520,160738
"Phaethornis yaruqui",5432,120738
"Phalaenoptilus nuttallii",183699,4449836
"Philodice bryantae",606,9244
"Philodice mitchellii",2838,60207
"Phlogophilus harterti",2011,41410
"Phlogophilus hemileucurus",4311,93973
"Phyllaemulor bracteatus",210914,5148117
"Podargus ocellatus",34194,766168
"Podargus papuensis",42139,964500
"Podargus strigoides",318378,7706575
"Polyonymus caroli",6928,160532
"Polytmus guainumbi",201301,4864750
"Polytmus milleri",3270,75466
"Polytmus theresiae",81611,1955758
"Pterophanes cyanopterus",10697,234070
"Ramphodon naevius",6523,144261
"Ramphomicron dorsale",303,5548
"Ramphomicron microrhynchum",9318,204846
"Rhaphidura leucopygialis",54601,1211984
"Rhaphidura sabini",74747,1790241
"Rhodopis vesper",13625,307357
"Riccordia bicolor",124,3834
"Riccordia bracei",0,0
"Riccordia elegans",0,0
"Riccordia maugaeus",419,8776
"Riccordia ricordii",5954,119594
"Riccordia swainsonii",3321,74512
"Rigidipenna inexpectata",919,16807
"Sappho sparganurus",17347,411383
"Schistes albogularis",4371,94380
"Schistes geoffroyi",23889,549665
"Schoutedenapus myoptilus",16842,387339
"Selasphorus ardens",231,3187
"Selasphorus calliope",127468,3093349
"Selasphorus ellioti",4371,98952
"Selasphorus flammula",281,4627
"Selasphorus heloisa",10896,248745
"Selasphorus platycercus",43505,978763
"Selasphorus rufus",118965,2820757
"Selasphorus sasin",47531,1132640
"Selasphorus scintilla",552,9483
"Sephanoides fernandensis",9,53
"Sephanoides sephaniodes",48708,1105550
"Setopagis heterura",13171,305534
"Setopagis maculosa",17,210
"Setopagis parvula",279845,6825553
"Setopagis whitelyi",2089,45999
"Siphonorhis americana",19,108
"Siphonorhis brewsteri",1023,20672
"Steatornis caripensis",46021,1068108
"Sternoclyta cyanopectus",1897,40658
"Streptoprocne biscutata",72796,1751151
"Streptoprocne phelpsi",10824,257699
"Streptoprocne rutila",59625,1401057
"Streptoprocne semicollaris",13760,326502
"Streptoprocne zonaris",346928,8364173
"Systellura decussata",8879,202306
"Systellura longirostris",213813,5097535
"Systellura roraimae",9343,222138
"Tachornis furcata",1510,32908
"Tachornis phoenicobia",8810,195208
"Tachornis squamata",391618,9547255
"Tachymarptis aequatorialis",60277,1408118
"Tachymarptis melba",545261,12994791
"Taphrolesbia griseiventris",584,5584
"Telacanthura melanopygia",24990,591953
"Telacanthura ussheri",217237,5221106
"Thaumastura cora",9486,204566
"Threnetes leucurus",227756,5544797
"Threnetes niger",13241,315212
"Threnetes ruckeri",21734,485756
"Tilmatura dupontii",13572,308966
"Topaza pella",70343,1689651
"Topaza pyra",83907,2040188
"Urochroa bougueri",1885,40466
"Urochroa leucura",1566,32935
"Uropsalis lyra",10813,232988
"Uropsalis segmentata",10252,223372
"Urosticte benjamini",925,17507
"Urosticte ruficrissa",1587,31458
"Veles binotatus",29831,706394
"Zoonavena grandidieri",25011,595368
"Zoonavena sylvatica",31035,739465
"Zoonavena thomensis",70,1015
"Abeillia abeillei",6429,145460
"Amazilia alfaroana",9,81
"Amazilia boucardi",204,1310
"Amazilia cyanifrons",2487,55189
"Amazilia franciae",10901,248900
"Amazilia luciae",166,1978
"Amazilia rutila",17827,399748
"Amazilia tzacatl",44481,1034340
"Amazilia yucatanensis",25212,584302
"Amazilis amazilia",7689,170520
"Anthocephala berlepschi",527,8350
"Anthocephala floriceps",241,3085
"Basilinna leucotis",23968,559728
"Basilinna xantusii",1967,42095
"Campylopterus calcirupicola",8609,204891
"Campylopterus diamantinensis",705,10935
"Campylopterus duidae",4415,103457
"Campylopterus ensipennis",191,2446
"Campylopterus falcatus",4171,88750
"Campylopterus hemileucurus",13780,316027
"Campylopterus hyperythrus",1786,41146
"Campylopterus largipennis",293574,7163058
"Campylopterus phainopeplus",228,2709
"Campylopterus villaviscensio",1784,29031
"Chalybura buffonii",31318,736487
"Chalybura urochrysia",13519,301670
"Chionomesa bartletti",54118,1296535
"Chionomesa fimbriata",443389,10807487
"Chionomesa lactea",68696,1662009
"Chlorestes candida",24550,567985
"Chlorestes cyanus",291720,7076971
"Chlorestes eliciae",14211,308809
"Chlorestes julie",12674,291563
"Chlorestes notata",196195,4731457
"Chlorostilbon alice",1562,21573
"Chlorostilbon assimilis",2817,55814
"Chlorostilbon gibsoni",13422,311526
"Chlorostilbon lucidus",238916,5817523
"Chlorostilbon mellisugus",172429,4138380
"Chlorostilbon olivaresi",314,6573
"Chlorostilbon poortmani",3860,60847
"Chlorostilbon russatus",1234,27940
"Chlorostilbon stenurus",2554,47309
"Chrysuronia brevirostris",24894,588013
"Chrysuronia coeruleogularis",4440,92371
"Chrysuronia goudoti",14440,335478
"Chrysuronia grayi",2302,51365
"Chrysuronia humboldtii",1222,21423
"Chrysuronia leucogaster",34710,805962
"Chrysuronia lilliae",196,2308
"Chrysuronia oenone",56374,1345100
"Chrysuronia versicolor",286958,6955971
"Cynanthus canivetii",24882,580544
"Elliotomyia chionogaster",21019,491543
"Elliotomyia viridicauda",1326,29055
"Eupetomena cirrochloris",60062,1446044
"Eupetomena macroura",191044,4620510
"Eupherusa cyanophrys",260,4087
"Eupherusa eximia",8012,175529
"Eupherusa nigriventris",723,14430
"Eupherusa poliocerca",954,15750
"Eupherusa ridgwayi",915,14604
"Goldmania bella",149,1904
"Goldmania violiceps",187,2871
"Hylocharis chrysura",129433,3142803
"Hylocharis sapphirina",225304,5445471
"Klais guimeti",21334,475641
"Leucippus fallax",4295,94537
"Leucochloris albicollis",90265,2186249
"Leucolia violiceps",30835,741095
"Leucolia viridifrons",3352,76508
"Leucolia wagneri",788,16859
"Microchera albocoronata",3632,77277
"Microchera chionura",519,9659
"Microchera cupreiceps",293,5256
"Orthorhyncus cristatus",682,7781
"Pampa curvipennis",12392,287728
"Pampa rufa",1478,31403
"Phaeochroa cuvierii",10960,239927
"Polyerata amabilis",13569,300676
"Polyerata decora",654,13229
"Polyerata rosenbergi",3520,76569
"Saucerottia beryllina",28985,687220
"Saucerottia castaneiventris",253,4949
"Saucerottia cupreicauda",10037,237449
"Saucerottia cyanocephala",13269,305748
"Saucerottia cyanura",4145,90318
"Saucerottia edward",2125,42881
"Saucerottia saucerottei",10960,246627
"Saucerottia tobaci",18578,437580
"Saucerottia viridigaster",2000,43220
"Stephanoxis lalandi",12621,301994
"Stephanoxis loddigesii",34663,837838
"Talaphorus chlorocercus",10258,222796
"Taphrospilus hypostictus",5146,110875
"Thalurania colombica",31782,710326
"Thalurania furcata",462853,11294408
"Thalurania glaucopis",59207,1422300
"Thalurania watertonii",2067,45018
"Thaumasius baeri",1384,30162
"Thaumasius taczanowskii",3104,70972
"Trochilus polytmus",497,10281
"Trochilus scitulus",54,801
"Cariama cristata",244960,5962337
"Chunga burmeisteri",30665,739412
"Cathartes aura",1169240,28327729
"Cathartes burrovianus",328589,7884491
"Cathartes melambrotus",274865,6695936
"Coragyps atratus",877182,21284171
"Gymnogyps californianus",16699,388744
"Sarcoramphus papa",589459,14310651
"Vultur gryphus",108298,2552115
"Actitis hypoleucos",2560347,61385492
"Actitis macularius",1421705,34263069
"Actophilornis africanus",701864,17090753
"Actophilornis albinucha",6317,141039
"Aethia cristatella",335229,8085354
"Aethia psittacula",811580,19784820
"Aethia pusilla",201184,4827107
"Aethia pygmaea",79628,1880230
"Alca torda",448822,18650610
"Alle alle",615744,14673758
"Anarhynchus frontalis",1924,34978
"Anous albivittus",587143,14320835
"Anous ceruleus",1390413,34001752
"Anous minutus",3461867,84576344
"Anous stolidus",6926719,169268758
"Anous tenuirostris",228186,5522047
"Arenaria interpres",621445,13115382
"Arenaria melanocephala",49220,1074730
"Attagis gayi",43575,1035556
"Attagis malouinus",14357,323370
"Bartramia longicauda",881803,21337813
"Brachyramphus brevirostris",97728,2256402
"Brachyramphus marmoratus",105838,2517018
"Brachyramphus perdix",54519,1279756
"Burhinus bistriatus",34325,792393
"Burhinus capensis",514250,12491655
"Burhinus grallarius",111578,2597726
"Burhinus indicus",163022,3937778
"Burhinus oedicnemus",886829,21391979
"Burhinus senegalensis",291785,7080769
"Burhinus superciliaris",4045,80414
"Burhinus vermiculatus",244117,5837778
"Calidris acuminata",543783,12656003
"Calidris alba",625883,13264028
"Calidris alpina",945286,21936998
"Calidris bairdii",541976,12760837
"Calidris canutus",329720,6910887
"Calidris falcinellus",147143,3256466
"Calidris ferruginea",764918,18025854
"Calidris fuscicollis",1132783,27136704
"Calidris himantopus",888700,21453019
"Calidris maritima",156025,3287582
"Calidris mauri",203634,4649805
"Calidris melanotos",1394491,33536353
"Calidris minuta",928282,22206109
"Calidris minutilla",1079733,25846261
"Calidris ptilocnemis",47449,973934
"Calidris pugnax",1218089,29052696
"Calidris pusilla",686362,16107900
"Calidris pygmaea",27658,539817
"Calidris ruficollis",449718,9979924
"Calidris subminuta",166142,3706060
"Calidris subruficollis",485588,11696756
"Calidris temminckii",739311,17658025
"Calidris tenuirostris",159101,3465985
"Calidris virgata",101358,2294091
"Catharacta antarctica",3596437,87901137
"Catharacta chilensis",79477,1872235
"Catharacta maccormicki",740284,17892440
"Catharacta skua",835323,20132221
"Cepphus carbo",111210,2644650
"Cepphus columba",282433,6806137
"Cepphus grylle",307766,6782759
"Cerorhinca monocerata",231474,5461805
"Charadrius alexandrinus",952757,22641218
"Charadrius alticola",25462,608502
"Charadrius aquilonius",771,9850
"Charadrius asiaticus",755891,18350568
"Charadrius atrifrons",1896322,46278532
"Charadrius bicinctus",71598,1660047
"Charadrius bifrontatus",8898,189852
"Charadrius collaris",626644,15186152
"Charadrius dealbatus",42046,961675
"Charadrius dubius",1932557,46482210
"Charadrius falklandicus",46941,1012004
"Charadrius forbesi",277911,6760842
"Charadrius hiaticula",1197162,28412834
"Charadrius javanicus",5995,110685
"Charadrius leschenaultii",399011,8964442
"Charadrius marginatus",192086,4470555
"Charadrius melodus",223177,5358218
"Charadrius modestus",65062,1464486
"Charadrius mongolus",2521210,61437060
"Charadrius montanus",90350,2174106
"Charadrius nivosus",88946,1950341
"Charadrius obscurus",30,311
"Charadrius pallidus",21273,483335
"Charadrius pecuarius",678180,16445128
"Charadrius peronii",59506,1275005
"Charadrius placidus",227205,5409588
"Charadrius ruficapillus",204240,4830377
"Charadrius sanctaehelenae",10,54
"Charadrius semipalmatus",761958,17820342
"Charadrius thoracicus",1209,14542
"Charadrius tricollaris",392786,9509438
"Charadrius veredus",202444,4642360
"Charadrius vociferus",696100,16682929
"Charadrius wilsonia",50578,971401
"Chionis albus",88369,2106216
"Chionis minor",548,8211
"Chlidonias albostriatus",6575,149141
"Chlidonias hybrida",1333160,31760213
"Chlidonias leucopterus",1680379,40612568
"Chlidonias niger",1552701,37772793
"Cladorhynchus leucocephalus",55514,1295044
"Coenocorypha aucklandica",79,683
"Coenocorypha barrierensis",0,0
"Coenocorypha huegeli",9,20
"Coenocorypha iredalei",0,0
"Coenocorypha pusilla",5,4
"Creagrus furcatus",187869,4569418
"Cursorius coromandelicus",113514,2748200
"Cursorius cursor",438917,10557022
"Cursorius rufus",57859,1397674
"Cursorius somalensis",47326,1135788
"Cursorius temminckii",452719,10935019
"Dromas ardeola",63082,1353544
"Elseyornis melanops",306924,7384713
"Erythrogonys cinctus",215297,5132467
"Esacus magnirostris",106321,2220251
"Esacus recurvirostris",125942,2983187
"Eudromias morinellus",176756,4085864
"Fratercula arctica",796678,19109286
"Fratercula cirrhata",451572,10845691
"Fratercula corniculata",601035,14499582
"Gallinago andina",32803,781592
"Gallinago delicata",856963,20522026
"Gallinago gallinago",1878689,45129251
"Gallinago hardwickii",119013,2823522
"Gallinago imperialis",5482,78254
"Gallinago jamesoni",12034,263223
"Gallinago macrodactyla",9454,221181
"Gallinago magellanica",52361,1185195
"Gallinago media",1639134,39794557
"Gallinago megala",323235,7580566
"Gallinago nemoricola",72395,1731202
"Gallinago nigripennis",233207,5639845
"Gallinago nobilis",11308,261393
"Gallinago paraguaiae",569669,13897214
"Gallinago solitaria",319755,7606053
"Gallinago stenura",630334,15063750
"Gallinago stricklandii",17484,341010
"Gallinago undulata",107871,2599862
"Gelochelidon macrotarsa",244771,5858849
"Gelochelidon nilotica",649966,14921883
"Glareola cinerea",142942,3462027
"Glareola lactea",160540,3840650
"Glareola maldivarum",535759,12647697
"Glareola nordmanni",339524,8191685
"Glareola nuchalis",260474,6283608
"Glareola ocularis",53838,1268802
"Glareola pratincola",548787,13187758
"Gygis alba",200109,4883211
"Gygis candida",2243177,54844822
"Gygis microrhyncha",164902,4015673
"Haematopus ater",38117,667659
"Haematopus chathamensis",51,24
"Haematopus finschi",8626,185664
"Haematopus fuliginosus",38702,815255
"Haematopus leucopodus",21770,436665
"Haematopus longirostris",42377,871583
"Haematopus meadewaldoi",0,0
"Haematopus moquini",4772,99806
"Haematopus ostralegus",673201,15767977
