"blife_id","blife_binomial","blife_order","blife_family","blife_iucn_status","ref_binomial","ref_order","ref_family","ref_id","method"
22707656,"Chlorophoneus olivaceus","Passeriformes","Malaconotidae","LC","Chlorophoneus olivaceus","Passeriformes","Malaconotidae",22707656,"Match by ID"
22707672,"Chlorophoneus nigrifrons","Passeriformes","Malaconotidae","LC","Chlorophoneus nigrifrons","Passeriformes","Malaconotidae",22707672,"Match by ID"
22707678,"Chlorophoneus kupeensis","Passeriformes","Malaconotidae","EN","Chlorophoneus kupeensis","Passeriformes","Malaconotidae",22707678,"Match by ID"
22707701,"Telophorus dohertyi","Passeriformes","Malaconotidae","LC","Telophorus dohertyi","Passeriformes","Malaconotidae",22707701,"Match by ID"
22707716,"Malaconotus cruentus","Passeriformes","Malaconotidae","LC","Malaconotus cruentus","Passeriformes","Malaconotidae",22707716,"Match by ID"
22707722,"Malaconotus lagdeni","Passeriformes","Malaconotidae","NT","Malaconotus lagdeni","Passeriformes","Malaconotidae",22707722,"Match by ID"
22707728,"Malaconotus gladiator","Passeriformes","Malaconotidae","VU","Malaconotus gladiator","Passeriformes","Malaconotidae",22707728,"Match by ID"
22707735,"Malaconotus blanchoti","Passeriformes","Malaconotidae","LC","Malaconotus blanchoti","Passeriformes","Malaconotidae",22707735,"Match by ID"
22707741,"Malaconotus monteiri","Passeriformes","Malaconotidae","NT","Malaconotus monteiri","Passeriformes","Malaconotidae",22707741,"Match by ID"
22707747,"Malaconotus alius","Passeriformes","Malaconotidae","EN","Malaconotus alius","Passeriformes","Malaconotidae",22707747,"Match by ID"
22707753,"Prionops plumatus","Passeriformes","Vangidae","LC","Prionops plumatus","Passeriformes","Vangidae",22707753,"Match by ID"
22707760,"Prionops poliolophus","Passeriformes","Vangidae","NT","Prionops poliolophus","Passeriformes","Vangidae",22707760,"Match by ID"
22707769,"Prionops alberti","Passeriformes","Vangidae","VU","Prionops alberti","Passeriformes","Vangidae",22707769,"Match by ID"
22707783,"Prionops rufiventris","Passeriformes","Vangidae","LC","Prionops rufiventris","Passeriformes","Vangidae",22707783,"Match by ID"
22707788,"Prionops retzii","Passeriformes","Vangidae","LC","Prionops retzii","Passeriformes","Vangidae",22707788,"Match by ID"
22707794,"Prionops gabela","Passeriformes","Vangidae","EN","Prionops gabela","Passeriformes","Vangidae",22707794,"Match by ID"
22707801,"Prionops scopifrons","Passeriformes","Vangidae","LC","Prionops scopifrons","Passeriformes","Vangidae",22707801,"Match by ID"
22707807,"Megabyas flammulatus","Passeriformes","Vangidae","LC","Megabyas flammulatus","Passeriformes","Vangidae",22707807,"Match by ID"
22707816,"Bias musicus","Passeriformes","Vangidae","LC","Bias musicus","Passeriformes","Vangidae",22707816,"Match by ID"
22707821,"Pseudobias wardi","Passeriformes","Vangidae","LC","Pseudobias wardi","Passeriformes","Vangidae",22707821,"Match by ID"
22707826,"Batis diops","Passeriformes","Platysteiridae","LC","Batis diops","Passeriformes","Platysteiridae",22707826,"Match by ID"
22707830,"Batis margaritae","Passeriformes","Platysteiridae","LC","Batis margaritae","Passeriformes","Platysteiridae",22707830,"Match by ID"
22707842,"Batis reichenowi","Passeriformes","Platysteiridae","NT","Batis reichenowi","Passeriformes","Platysteiridae",22707842,"Match by ID"
22707847,"Batis dimorpha","Passeriformes","Platysteiridae","LC","Batis dimorpha","Passeriformes","Platysteiridae",22707847,"Match by ID"
22707858,"Batis fratrum","Passeriformes","Platysteiridae","LC","Batis fratrum","Passeriformes","Platysteiridae",22707858,"Match by ID"
22707864,"Batis molitor","Passeriformes","Platysteiridae","LC","Batis molitor","Passeriformes","Platysteiridae",22707864,"Match by ID"
22707868,"Batis soror","Passeriformes","Platysteiridae","LC","Batis soror","Passeriformes","Platysteiridae",22707868,"Match by ID"
22707873,"Batis pririt","Passeriformes","Platysteiridae","LC","Batis pririt","Passeriformes","Platysteiridae",22707873,"Match by ID"
22707877,"Batis senegalensis","Passeriformes","Platysteiridae","LC","Batis senegalensis","Passeriformes","Platysteiridae",22707877,"Match by ID"
22707881,"Batis orientalis","Passeriformes","Platysteiridae","LC","Batis orientalis","Passeriformes","Platysteiridae",22707881,"Match by ID"
22707897,"Batis perkeo","Passeriformes","Platysteiridae","LC","Batis perkeo","Passeriformes","Platysteiridae",22707897,"Match by ID"
22707901,"Batis minima","Passeriformes","Platysteiridae","LC","Batis minima","Passeriformes","Platysteiridae",22707901,"Match by ID"
22707906,"Batis ituriensis","Passeriformes","Platysteiridae","LC","Batis ituriensis","Passeriformes","Platysteiridae",22707906,"Match by ID"
22707910,"Batis occulta","Passeriformes","Platysteiridae","LC","Batis occulta","Passeriformes","Platysteiridae",22707910,"Match by ID"
22707915,"Batis poensis","Passeriformes","Platysteiridae","LC","Batis poensis","Passeriformes","Platysteiridae",22707915,"Match by ID"
22707920,"Batis minulla","Passeriformes","Platysteiridae","LC","Batis minulla","Passeriformes","Platysteiridae",22707920,"Match by ID"
22707924,"Platysteira cyanea","Passeriformes","Platysteiridae","LC","Platysteira cyanea","Passeriformes","Platysteiridae",22707924,"Match by ID"
22707929,"Platysteira laticincta","Passeriformes","Platysteiridae","EN","Platysteira laticincta","Passeriformes","Platysteiridae",22707929,"Match by ID"
22707934,"Platysteira albifrons","Passeriformes","Platysteiridae","NT","Platysteira albifrons","Passeriformes","Platysteiridae",22707934,"Match by ID"
22707938,"Platysteira peltata","Passeriformes","Platysteiridae","LC","Platysteira peltata","Passeriformes","Platysteiridae",22707938,"Match by ID"
22707950,"Dyaphorophyia tonsa","Passeriformes","Platysteiridae","LC","Dyaphorophyia tonsa","Passeriformes","Platysteiridae",22707950,"Match by ID"
22707957,"Dyaphorophyia blissetti","Passeriformes","Platysteiridae","LC","Dyaphorophyia blissetti","Passeriformes","Platysteiridae",22707957,"Match by ID"
22707966,"Dyaphorophyia chalybea","Passeriformes","Platysteiridae","LC","Dyaphorophyia chalybea","Passeriformes","Platysteiridae",22707966,"Match by ID"
22707975,"Dyaphorophyia jamesoni","Passeriformes","Platysteiridae","LC","Dyaphorophyia jamesoni","Passeriformes","Platysteiridae",22707975,"Match by ID"
22707991,"Philentoma pyrhoptera","Passeriformes","Vangidae","LC","Philentoma pyrhoptera","Passeriformes","Vangidae",22707991,"Match by ID"
22707998,"Philentoma velata","Passeriformes","Vangidae","NT","Philentoma velata","Passeriformes","Vangidae",22707998,"Match by ID"
22708012,"Calicalicus madagascariensis","Passeriformes","Vangidae","LC","Calicalicus madagascariensis","Passeriformes","Vangidae",22708012,"Match by ID"
22708016,"Schetba rufa","Passeriformes","Vangidae","LC","Schetba rufa","Passeriformes","Vangidae",22708016,"Match by ID"
22708020,"Vanga curvirostris","Passeriformes","Vangidae","LC","Vanga curvirostris","Passeriformes","Vangidae",22708020,"Match by ID"
22708024,"Xenopirostris xenopirostris","Passeriformes","Vangidae","NT","Xenopirostris xenopirostris","Passeriformes","Vangidae",22708024,"Match by ID"
22708028,"Xenopirostris damii","Passeriformes","Vangidae","EN","Xenopirostris damii","Passeriformes","Vangidae",22708028,"Match by ID"
22708033,"Xenopirostris polleni","Passeriformes","Vangidae","NT","Xenopirostris polleni","Passeriformes","Vangidae",22708033,"Match by ID"
22708037,"Artamella viridis","Passeriformes","Vangidae","LC","Artamella viridis","Passeriformes","Vangidae",22708037,"Match by ID"
22708041,"Falculea palliata","Passeriformes","Vangidae","LC","Falculea palliata","Passeriformes","Vangidae",22708041,"Match by ID"
22708046,"Leptopterus chabert","Passeriformes","Vangidae","LC","Leptopterus chabert","Passeriformes","Vangidae",22708046,"Match by ID"
22708054,"Oriolia bernieri","Passeriformes","Vangidae","EN","Oriolia bernieri","Passeriformes","Vangidae",22708054,"Match by ID"
22708058,"Euryceros prevostii","Passeriformes","Vangidae","EN","Euryceros prevostii","Passeriformes","Vangidae",22708058,"Match by ID"
22708069,"Hypositta corallirostris","Passeriformes","Vangidae","LC","Hypositta corallirostris","Passeriformes","Vangidae",22708069,"Match by ID"
22708091,"Heteralocha acutirostris","Passeriformes","Callaeidae","EX","Heteralocha acutirostris","Passeriformes","Callaeidae",22708091,"Match by ID"
22708094,"Chaetops frenatus","Passeriformes","Chaetopidae","NT","Chaetops frenatus","Passeriformes","Chaetopidae",22708094,"Match by ID"
22708101,"Chaetops aurantius","Passeriformes","Chaetopidae","NT","Chaetops aurantius","Passeriformes","Chaetopidae",22708101,"Match by ID"
22708108,"Picathartes gymnocephalus","Passeriformes","Picathartidae","VU","Picathartes gymnocephalus","Passeriformes","Picathartidae",22708108,"Match by ID"
22708119,"Picathartes oreas","Passeriformes","Picathartidae","NT","Picathartes oreas","Passeriformes","Picathartidae",22708119,"Match by ID"
22708129,"Dulus dominicus","Passeriformes","Dulidae","LC","Dulus dominicus","Passeriformes","Dulidae",22708129,"Match by ID"
22708132,"Ptiliogonys cinereus","Passeriformes","Ptiliogonidae","LC","Ptiliogonys cinereus","Passeriformes","Ptiliogonatidae",22708132,"Match by ID"
22708136,"Ptiliogonys caudatus","Passeriformes","Ptiliogonidae","LC","Ptiliogonys caudatus","Passeriformes","Ptiliogonatidae",22708136,"Match by ID"
22708139,"Phainopepla nitens","Passeriformes","Ptiliogonidae","LC","Phainopepla nitens","Passeriformes","Ptiliogonatidae",22708139,"Match by ID"
22708142,"Phainoptila melanoxantha","Passeriformes","Ptiliogonidae","LC","Phainoptila melanoxantha","Passeriformes","Ptiliogonatidae",22708142,"Match by ID"
22708146,"Bombycilla garrulus","Passeriformes","Bombycillidae","LC","Bombycilla garrulus","Passeriformes","Bombycillidae",22708146,"Match by ID"
22708150,"Bombycilla japonica","Passeriformes","Bombycillidae","NT","Bombycilla japonica","Passeriformes","Bombycillidae",22708150,"Match by ID"
22708153,"Bombycilla cedrorum","Passeriformes","Bombycillidae","LC","Bombycilla cedrorum","Passeriformes","Bombycillidae",22708153,"Match by ID"
22708156,"Cinclus cinclus","Passeriformes","Cinclidae","LC","Cinclus cinclus","Passeriformes","Cinclidae",22708156,"Match by ID"
22708160,"Cinclus pallasii","Passeriformes","Cinclidae","LC","Cinclus pallasii","Passeriformes","Cinclidae",22708160,"Match by ID"
22708163,"Cinclus mexicanus","Passeriformes","Cinclidae","LC","Cinclus mexicanus","Passeriformes","Cinclidae",22708163,"Match by ID"
22708166,"Cinclus leucocephalus","Passeriformes","Cinclidae","LC","Cinclus leucocephalus","Passeriformes","Cinclidae",22708166,"Match by ID"
22708169,"Cinclus schulzii","Passeriformes","Cinclidae","VU","Cinclus schulzii","Passeriformes","Cinclidae",22708169,"Match by ID"
22708188,"Neocossyphus rufus","Passeriformes","Turdidae","LC","Neocossyphus rufus","Passeriformes","Turdidae",22708188,"Match by ID"
22708195,"Neocossyphus poensis","Passeriformes","Turdidae","LC","Neocossyphus poensis","Passeriformes","Turdidae",22708195,"Match by ID"
22708202,"Monticola sharpei","Passeriformes","Muscicapidae","LC","Monticola sharpei","Passeriformes","Muscicapidae",22708202,"Match by ID"
22708218,"Monticola imerina","Passeriformes","Muscicapidae","LC","Monticola imerina","Passeriformes","Muscicapidae",22708218,"Match by ID"
22708227,"Monticola rupestris","Passeriformes","Muscicapidae","LC","Monticola rupestris","Passeriformes","Muscicapidae",22708227,"Match by ID"
22708233,"Monticola explorator","Passeriformes","Muscicapidae","NT","Monticola explorator","Passeriformes","Muscicapidae",22708233,"Match by ID"
22708239,"Monticola brevipes","Passeriformes","Muscicapidae","LC","Monticola brevipes","Passeriformes","Muscicapidae",22708239,"Match by ID"
22708251,"Monticola angolensis","Passeriformes","Muscicapidae","LC","Monticola angolensis","Passeriformes","Muscicapidae",22708251,"Match by ID"
22708257,"Monticola saxatilis","Passeriformes","Muscicapidae","LC","Monticola saxatilis","Passeriformes","Muscicapidae",22708257,"Match by ID"
22708265,"Monticola rufocinereus","Passeriformes","Muscicapidae","LC","Monticola rufocinereus","Passeriformes","Muscicapidae",22708265,"Match by ID"
22708271,"Monticola cinclorhyncha","Passeriformes","Muscicapidae","LC","Monticola cinclorhyncha","Passeriformes","Muscicapidae",22708271,"Match by ID"
22708276,"Monticola gularis","Passeriformes","Muscicapidae","LC","Monticola gularis","Passeriformes","Muscicapidae",22708276,"Match by ID"
22708281,"Monticola rufiventris","Passeriformes","Muscicapidae","LC","Monticola rufiventris","Passeriformes","Muscicapidae",22708281,"Match by ID"
22708286,"Monticola solitarius","Passeriformes","Muscicapidae","LC","Monticola solitarius","Passeriformes","Muscicapidae",22708286,"Match by ID"
22708292,"Myophonus blighi","Passeriformes","Muscicapidae","EN","Myophonus blighi","Passeriformes","Muscicapidae",22708292,"Match by ID"
22708303,"Myophonus melanurus","Passeriformes","Muscicapidae","LC","Myophonus melanurus","Passeriformes","Muscicapidae",22708303,"Match by ID"
22708313,"Myophonus robinsoni","Passeriformes","Muscicapidae","NT","Myophonus robinsoni","Passeriformes","Muscicapidae",22708313,"Match by ID"
22708324,"Myophonus horsfieldii","Passeriformes","Muscicapidae","LC","Myophonus horsfieldii","Passeriformes","Muscicapidae",22708324,"Match by ID"
22708329,"Myophonus caeruleus","Passeriformes","Muscicapidae","LC","Myophonus caeruleus","Passeriformes","Muscicapidae",22708329,"Match by ID"
22708334,"Myophonus insularis","Passeriformes","Muscicapidae","LC","Myophonus insularis","Passeriformes","Muscicapidae",22708334,"Match by ID"
22708339,"Zoothera heinrichi","Passeriformes","Turdidae","LC","Zoothera heinrichi","Passeriformes","Turdidae",22708339,"Match by ID"
22708342,"Geokichla schistacea","Passeriformes","Turdidae","NT","Geokichla schistacea","Passeriformes","Turdidae",22708342,"Match by ID"
22708361,"Geokichla dohertyi","Passeriformes","Turdidae","NT","Geokichla dohertyi","Passeriformes","Turdidae",22708361,"Match by ID"
22708364,"Geokichla wardii","Passeriformes","Turdidae","LC","Geokichla wardii","Passeriformes","Turdidae",22708364,"Match by ID"
22708367,"Geokichla cinerea","Passeriformes","Turdidae","VU","Geokichla cinerea","Passeriformes","Turdidae",22708367,"Match by ID"
22708370,"Geokichla peronii","Passeriformes","Turdidae","NT","Geokichla peronii","Passeriformes","Turdidae",22708370,"Match by ID"
22708375,"Geokichla citrina","Passeriformes","Turdidae","LC","Geokichla citrina","Passeriformes","Turdidae",22708375,"Match by ID"
22708378,"Zoothera everetti","Passeriformes","Turdidae","NT","Zoothera everetti","Passeriformes","Turdidae",22708378,"Match by ID"
22708382,"Geokichla sibirica","Passeriformes","Turdidae","LC","Geokichla sibirica","Passeriformes","Turdidae",22708382,"Match by ID"
22708385,"Ixoreus naevius","Passeriformes","Turdidae","LC","Ixoreus naevius","Passeriformes","Turdidae",22708385,"Match by ID"
22708391,"Ridgwayia pinicola","Passeriformes","Turdidae","LC","Ridgwayia pinicola","Passeriformes","Turdidae",22708391,"Match by ID"
22708420,"Geokichla crossleyi","Passeriformes","Turdidae","LC","Geokichla crossleyi","Passeriformes","Turdidae",22708420,"Match by ID"
22708426,"Geokichla gurneyi","Passeriformes","Turdidae","LC","Geokichla gurneyi","Passeriformes","Turdidae",22708426,"Match by ID"
22708433,"Geokichla oberlaenderi","Passeriformes","Turdidae","NT","Geokichla oberlaenderi","Passeriformes","Turdidae",22708433,"Match by ID"
22708443,"Geokichla camaronensis","Passeriformes","Turdidae","LC","Geokichla camaronensis","Passeriformes","Turdidae",22708443,"Match by ID"
22708450,"Geokichla princei","Passeriformes","Turdidae","LC","Geokichla princei","Passeriformes","Turdidae",22708450,"Match by ID"
22708464,"Geokichla guttata","Passeriformes","Turdidae","VU","Geokichla guttata","Passeriformes","Turdidae",22708464,"Match by ID"
22708478,"Geokichla spiloptera","Passeriformes","Turdidae","NT","Geokichla spiloptera","Passeriformes","Turdidae",22708478,"Match by ID"
22708481,"Zoothera andromedae","Passeriformes","Turdidae","LC","Zoothera andromedae","Passeriformes","Turdidae",22708481,"Match by ID"
22708487,"Zoothera dixoni","Passeriformes","Turdidae","LC","Zoothera dixoni","Passeriformes","Turdidae",22708487,"Match by ID"
22708496,"Zoothera major","Passeriformes","Turdidae","NT","Zoothera major","Passeriformes","Turdidae",22708496,"Match by ID"
22708509,"Zoothera machiki","Passeriformes","Turdidae","NT","Zoothera machiki","Passeriformes","Turdidae",22708509,"Match by ID"
22708512,"Zoothera lunulata","Passeriformes","Turdidae","LC","Zoothera lunulata","Passeriformes","Turdidae",22708512,"Match by ID"
22708516,"Zoothera heinei","Passeriformes","Turdidae","LC","Zoothera heinei","Passeriformes","Turdidae",22708516,"Match by ID"
22708523,"Zoothera margaretae","Passeriformes","Turdidae","NT","Zoothera margaretae","Passeriformes","Turdidae",22708523,"Match by ID"
22708529,"Zoothera monticola","Passeriformes","Turdidae","LC","Zoothera monticola","Passeriformes","Turdidae",22708529,"Match by ID"
22708532,"Zoothera marginata","Passeriformes","Turdidae","LC","Zoothera marginata","Passeriformes","Turdidae",22708532,"Match by ID"
22708535,"Zoothera terrestris","Passeriformes","Turdidae","EX","Zoothera terrestris","Passeriformes","Turdidae",22708535,"Match by ID"
22708538,"Cataponera turdoides","Passeriformes","Turdidae","LC","Cataponera turdoides","Passeriformes","Turdidae",22708538,"Match by ID"
22708541,"Turdus eremita","Passeriformes","Turdidae","NT","Turdus eremita","Passeriformes","Turdidae",22708541,"Match by ID"
22708544,"Turdus lherminieri","Passeriformes","Turdidae","NT","Turdus lherminieri","Passeriformes","Turdidae",22708544,"Match by ID"
22708550,"Sialia sialis","Passeriformes","Turdidae","LC","Sialia sialis","Passeriformes","Turdidae",22708550,"Match by ID"
22708553,"Sialia mexicana","Passeriformes","Turdidae","LC","Sialia mexicana","Passeriformes","Turdidae",22708553,"Match by ID"
22708556,"Sialia currucoides","Passeriformes","Turdidae","LC","Sialia currucoides","Passeriformes","Turdidae",22708556,"Match by ID"
22708559,"Myadestes myadestinus","Passeriformes","Turdidae","EX","Myadestes myadestinus","Passeriformes","Turdidae",22708559,"Match by ID"
22708564,"Myadestes woahensis","Passeriformes","Turdidae","EX","Myadestes woahensis","Passeriformes","Turdidae",22708564,"Match by ID"
22708574,"Myadestes lanaiensis","Passeriformes","Turdidae","CR (PE)","Myadestes lanaiensis","Passeriformes","Turdidae",22708574,"Match by ID"
22708579,"Myadestes obscurus","Passeriformes","Turdidae","NT","Myadestes obscurus","Passeriformes","Turdidae",22708579,"Match by ID"
22708583,"Myadestes palmeri","Passeriformes","Turdidae","CR","Myadestes palmeri","Passeriformes","Turdidae",22708583,"Match by ID"
22708587,"Myadestes townsendi","Passeriformes","Turdidae","LC","Myadestes townsendi","Passeriformes","Turdidae",22708587,"Match by ID"
22708590,"Myadestes occidentalis","Passeriformes","Turdidae","LC","Myadestes occidentalis","Passeriformes","Turdidae",22708590,"Match by ID"
22708593,"Myadestes elisabeth","Passeriformes","Turdidae","NT","Myadestes elisabeth","Passeriformes","Turdidae",22708593,"Match by ID"
22708596,"Myadestes genibarbis","Passeriformes","Turdidae","LC","Myadestes genibarbis","Passeriformes","Turdidae",22708596,"Match by ID"
22708599,"Myadestes melanops","Passeriformes","Turdidae","LC","Myadestes melanops","Passeriformes","Turdidae",22708599,"Match by ID"
22708602,"Myadestes coloratus","Passeriformes","Turdidae","NT","Myadestes coloratus","Passeriformes","Turdidae",22708602,"Match by ID"
22708605,"Myadestes ralloides","Passeriformes","Turdidae","LC","Myadestes ralloides","Passeriformes","Turdidae",22708605,"Match by ID"
22708608,"Myadestes unicolor","Passeriformes","Turdidae","LC","Myadestes unicolor","Passeriformes","Turdidae",22708608,"Match by ID"
22708621,"Entomodestes leucotis","Passeriformes","Turdidae","LC","Entomodestes leucotis","Passeriformes","Turdidae",22708621,"Match by ID"
22708624,"Entomodestes coracinus","Passeriformes","Turdidae","LC","Entomodestes coracinus","Passeriformes","Turdidae",22708624,"Match by ID"
22708627,"Catharus gracilirostris","Passeriformes","Turdidae","LC","Catharus gracilirostris","Passeriformes","Turdidae",22708627,"Match by ID"
22708631,"Catharus aurantiirostris","Passeriformes","Turdidae","LC","Catharus aurantiirostris","Passeriformes","Turdidae",22708631,"Match by ID"
22708635,"Catharus fuscater","Passeriformes","Turdidae","LC","Catharus fuscater","Passeriformes","Turdidae",22708635,"Match by ID"
22708639,"Catharus occidentalis","Passeriformes","Turdidae","LC","Catharus occidentalis","Passeriformes","Turdidae",22708639,"Match by ID"
22708643,"Catharus frantzii","Passeriformes","Turdidae","LC","Catharus frantzii","Passeriformes","Turdidae",22708643,"Match by ID"
22708647,"Catharus mexicanus","Passeriformes","Turdidae","LC","Catharus mexicanus","Passeriformes","Turdidae",22708647,"Match by ID"
22708655,"Catharus fuscescens","Passeriformes","Turdidae","LC","Catharus fuscescens","Passeriformes","Turdidae",22708655,"Match by ID"
22708658,"Catharus minimus","Passeriformes","Turdidae","LC","Catharus minimus","Passeriformes","Turdidae",22708658,"Match by ID"
22708667,"Catharus guttatus","Passeriformes","Turdidae","LC","Catharus guttatus","Passeriformes","Turdidae",22708667,"Match by ID"
22708670,"Hylocichla mustelina","Passeriformes","Turdidae","LC","Hylocichla mustelina","Passeriformes","Turdidae",22708670,"Match by ID"
22708676,"Turdus flavipes","Passeriformes","Turdidae","LC","Turdus flavipes","Passeriformes","Turdidae",22708676,"Match by ID"
22708684,"Turdus leucops","Passeriformes","Turdidae","LC","Turdus leucops","Passeriformes","Turdidae",22708684,"Match by ID"
22708702,"Turdus pelios","Passeriformes","Turdidae","LC","Turdus pelios","Passeriformes","Turdidae",22708702,"Match by ID"
22708707,"Turdus tephronotus","Passeriformes","Turdidae","LC","Turdus tephronotus","Passeriformes","Turdidae",22708707,"Match by ID"
22708712,"Turdus libonyana","Passeriformes","Turdidae","LC","Turdus libonyana","Passeriformes","Turdidae",22708712,"Match by ID"
22708735,"Turdus ludoviciae","Passeriformes","Turdidae","LC","Turdus ludoviciae","Passeriformes","Turdidae",22708735,"Match by ID"
22708740,"Turdus helleri","Passeriformes","Turdidae","EN","Turdus helleri","Passeriformes","Turdidae",22708740,"Match by ID"
22708745,"Turdus menachensis","Passeriformes","Turdidae","NT","Turdus menachensis","Passeriformes","Turdidae",22708745,"Match by ID"
22708748,"Turdus bewsheri","Passeriformes","Turdidae","NT","Turdus bewsheri","Passeriformes","Turdidae",22708748,"Match by ID"
22708753,"Turdus hortulorum","Passeriformes","Turdidae","LC","Turdus hortulorum","Passeriformes","Turdidae",22708753,"Match by ID"
22708756,"Turdus unicolor","Passeriformes","Turdidae","LC","Turdus unicolor","Passeriformes","Turdidae",22708756,"Match by ID"
22708759,"Turdus dissimilis","Passeriformes","Turdidae","LC","Turdus dissimilis","Passeriformes","Turdidae",22708759,"Match by ID"
22708762,"Turdus cardis","Passeriformes","Turdidae","LC","Turdus cardis","Passeriformes","Turdidae",22708762,"Match by ID"
22708765,"Turdus albocinctus","Passeriformes","Turdidae","LC","Turdus albocinctus","Passeriformes","Turdidae",22708765,"Match by ID"
22708768,"Turdus torquatus","Passeriformes","Turdidae","LC","Turdus torquatus","Passeriformes","Turdidae",22708768,"Match by ID"
22708772,"Turdus boulboul","Passeriformes","Turdidae","LC","Turdus boulboul","Passeriformes","Turdidae",22708772,"Match by ID"
22708783,"Turdus rubrocanus","Passeriformes","Turdidae","LC","Turdus rubrocanus","Passeriformes","Turdidae",22708783,"Match by ID"
22708786,"Turdus kessleri","Passeriformes","Turdidae","LC","Turdus kessleri","Passeriformes","Turdidae",22708786,"Match by ID"
22708790,"Turdus feae","Passeriformes","Turdidae","VU","Turdus feae","Passeriformes","Turdidae",22708790,"Match by ID"
22708793,"Turdus obscurus","Passeriformes","Turdidae","LC","Turdus obscurus","Passeriformes","Turdidae",22708793,"Match by ID"
22708797,"Turdus pallidus","Passeriformes","Turdidae","LC","Turdus pallidus","Passeriformes","Turdidae",22708797,"Match by ID"
22708800,"Turdus chrysolaus","Passeriformes","Turdidae","LC","Turdus chrysolaus","Passeriformes","Turdidae",22708800,"Match by ID"
22708803,"Turdus celaenops","Passeriformes","Turdidae","VU","Turdus celaenops","Passeriformes","Turdidae",22708803,"Match by ID"
22708816,"Turdus pilaris","Passeriformes","Turdidae","LC","Turdus pilaris","Passeriformes","Turdidae",22708816,"Match by ID"
22708819,"Turdus iliacus","Passeriformes","Turdidae","NT","Turdus iliacus","Passeriformes","Turdidae",22708819,"Match by ID"
22708822,"Turdus philomelos","Passeriformes","Turdidae","LC","Turdus philomelos","Passeriformes","Turdidae",22708822,"Match by ID"
22708826,"Otocichla mupinensis","Passeriformes","Turdidae","LC","Otocichla mupinensis","Passeriformes","Turdidae",22708826,"Match by ID"
22708829,"Turdus viscivorus","Passeriformes","Turdidae","LC","Turdus viscivorus","Passeriformes","Turdidae",22708829,"Match by ID"
22708832,"Turdus aurantius","Passeriformes","Turdidae","LC","Turdus aurantius","Passeriformes","Turdidae",22708832,"Match by ID"
22708835,"Turdus ravidus","Passeriformes","Turdidae","EX","Turdus ravidus","Passeriformes","Turdidae",22708835,"Match by ID"
22708844,"Turdus nigrescens","Passeriformes","Turdidae","LC","Turdus nigrescens","Passeriformes","Turdidae",22708844,"Match by ID"
22708848,"Turdus fuscater","Passeriformes","Turdidae","LC","Turdus fuscater","Passeriformes","Turdidae",22708848,"Match by ID"
22708851,"Turdus infuscatus","Passeriformes","Turdidae","LC","Turdus infuscatus","Passeriformes","Turdidae",22708851,"Match by ID"
22708855,"Turdus serranus","Passeriformes","Turdidae","LC","Turdus serranus","Passeriformes","Turdidae",22708855,"Match by ID"
22708858,"Turdus nigriceps","Passeriformes","Turdidae","LC","Turdus nigriceps","Passeriformes","Turdidae",22708858,"Match by ID"
22708863,"Turdus subalaris","Passeriformes","Turdidae","LC","Turdus subalaris","Passeriformes","Turdidae",22708863,"Match by ID"
22708869,"Turdus reevei","Passeriformes","Turdidae","LC","Turdus reevei","Passeriformes","Turdidae",22708869,"Match by ID"
22708872,"Turdus olivater","Passeriformes","Turdidae","LC","Turdus olivater","Passeriformes","Turdidae",22708872,"Match by ID"
22708875,"Turdus maranonicus","Passeriformes","Turdidae","LC","Turdus maranonicus","Passeriformes","Turdidae",22708875,"Match by ID"
22708879,"Turdus fulviventris","Passeriformes","Turdidae","LC","Turdus fulviventris","Passeriformes","Turdidae",22708879,"Match by ID"
22708882,"Turdus rufiventris","Passeriformes","Turdidae","LC","Turdus rufiventris","Passeriformes","Turdidae",22708882,"Match by ID"
22708885,"Turdus falcklandii","Passeriformes","Turdidae","LC","Turdus falcklandii","Passeriformes","Turdidae",22708885,"Match by ID"
22708888,"Turdus leucomelas","Passeriformes","Turdidae","LC","Turdus leucomelas","Passeriformes","Turdidae",22708888,"Match by ID"
22708891,"Turdus amaurochalinus","Passeriformes","Turdidae","LC","Turdus amaurochalinus","Passeriformes","Turdidae",22708891,"Match by ID"
22708894,"Turdus plebejus","Passeriformes","Turdidae","LC","Turdus plebejus","Passeriformes","Turdidae",22708894,"Match by ID"
22708902,"Turdus lawrencii","Passeriformes","Turdidae","LC","Turdus lawrencii","Passeriformes","Turdidae",22708902,"Match by ID"
22708905,"Turdus obsoletus","Passeriformes","Turdidae","LC","Turdus obsoletus","Passeriformes","Turdidae",22708905,"Match by ID"
22708908,"Turdus fumigatus","Passeriformes","Turdidae","LC","Turdus fumigatus","Passeriformes","Turdidae",22708908,"Match by ID"
22708914,"Turdus grayi","Passeriformes","Turdidae","LC","Turdus grayi","Passeriformes","Turdidae",22708914,"Match by ID"
22708919,"Turdus nudigenis","Passeriformes","Turdidae","LC","Turdus nudigenis","Passeriformes","Turdidae",22708919,"Match by ID"
22708925,"Turdus maculirostris","Passeriformes","Turdidae","LC","Turdus maculirostris","Passeriformes","Turdidae",22708925,"Match by ID"
22708931,"Turdus haplochrous","Passeriformes","Turdidae","NT","Turdus haplochrous","Passeriformes","Turdidae",22708931,"Match by ID"
